Name,Return over 1year,Market Capitalization,Return on equity,Return on equity preceding year,Average return on equity 3Years,Average return on equity 5Years,Average return on equity 7Years,Average return on equity 10Years,Price to Earning,Historical PE 3Years,Historical PE 5Years,Historical PE 7Years,Historical PE 10Years,Sales growth 3Years,Sales growth 5Years,Sales growth 7Years,Sales growth 10Years,EPS growth 3Years,EPS growth 5Years,EPS growth 7Years,EPS growth 10Years,PEG Ratio,G Factor,Price to book value,Price to Sales,Piotroski score,NPM last year,NPM preceding year,Dividend yield,Dividend Payout Ratio,Promoter holding,Public holding,Pledged percentage,Altman Z Score,Quick ratio,Debt to equity,Interest Coverage Ratio,PE Expanding,Book Value Expanding,Reducing Debt,Increasing Margin,Valuation,B Model,Growth,Financial Health ,Ownership,Score
Technocraf.Inds.,36.92,6717.1,17.44,19.33,19.36,17.33,17.14,16.71,25.25,13.19,9.79,10.54,10.19,19,10.68,12.85,7.68,33.05,19.7,17.26,16.1,1.39,4,4.01,2.99,6,13.05,13.97,0,0,74.75,17.78,0,6.77,1,0.4,10.54,Y,Y,N,N,1,0,0,0,1,2
Bansal Wire Inds,,6104.9,23.43,23.71,25.24,25.26,,,92.23,77.99,77.99,77.99,77.99,15.65,10.73,,,-66.34,-34.76,,,2.93,3,,2.67,5,2.9,2.48,0,0,77.99,4.18,0,17.92,1.07,1.49,4.7,Y,N,N,Y,0,0,0,0,1,1
Mishra Dhatu Nig,-20.98,5974.27,7,12.59,11.53,13.42,14.09,15.22,76.76,26.13,24.6,21.2,21.2,9.67,8.58,4.79,6.82,-18.13,-6.9,-50.56,-36.12,-11.12,2,4.53,5.7,7,8.51,17.88,0.44,28.94,74,16.13,0,4.98,0.59,0.33,4.45,Y,Y,N,N,1,0,0,0,1,2
JSW Steel,28.94,230814.17,11.79,5.64,17.14,16.83,18.16,16.86,44.96,22.5,21.23,16.58,16.31,29.9,15.6,17.8,13.07,1.66,2.13,12.98,37.36,19.05,2,2.9,1.35,6,4.92,2.26,0.77,25.27,44.84,18.22,14.34,3.13,0.43,1.2,1.95,Y,Y,N,Y,0,0,0,0,1,1
Tata Steel,21.65,182084.73,6.55,7.28,18.07,13.81,13.77,10.21,112.86,10.95,7.81,7.65,8.99,13.61,7.77,10.73,4.43,-7.94,-7.75,22.75,5.09,-19.36,4,1.98,0.81,3,3.09,3.25,2.47,-101.2,33.19,24.69,0,2.59,0.21,0.95,2.01,Y,Y,Y,N,0,0,0,0,1,1
Tube Investments,51.07,89509.61,26.48,26.97,27.22,24.64,23.12,,104.65,64.6,63.06,58.87,58.87,40.55,23.95,20.88,,61.47,37.45,,,2.73,4,17.55,5.09,5,10.18,8.77,0.08,5.64,44.96,11.48,0.01,13.49,0.98,0.18,31.56,Y,Y,Y,Y,0,0,1,0,1,2
Jindal Stain.,47.58,54671.94,19.88,19.14,25.46,22.68,21.27,,22.33,8.56,12.15,11.55,11.92,46.8,23.25,22.57,11.65,63.04,60.64,53.38,10.54,0.28,5,3.54,1.45,7,6.78,5.83,0.45,6.07,60.49,10.86,0,4.87,0.56,0.42,6.56,Y,Y,N,Y,1,0,1,0,1,3
S A I L,32.79,46047.1,6.44,3.57,11.28,10.18,8.53,5.07,11.89,10.84,11.44,10.89,11.08,15.1,9.49,13.21,8.45,-4.47,6.44,19.33,6.97,1.85,6,0.81,0.44,7,3.42,1.86,1.79,26.94,65,16.15,0,2.15,0.29,0.64,2.97,Y,Y,Y,Y,0,0,0,0,1,1
APL Apollo Tubes,-9.25,40898.8,22.05,23.5,24.52,23.95,23.2,22.88,55.87,51.42,47.93,39.82,27.13,28.7,20.43,24.43,21.92,22.12,33.42,22.22,26.4,1.49,4,11.35,2.21,5,4.02,3.97,0.37,20.84,28.32,23.84,0,13.08,0.68,0.32,9.49,Y,Y,N,Y,0,0,1,0,0,1
Shyam Metalics,79.89,22259.37,12.07,12.61,18.09,18.54,,,20.19,7.49,10.09,10.09,10.09,27.97,23.43,,,0.48,7.24,,,1.81,4,2.31,1.65,6,7.74,6.53,0.56,12.09,74.59,15.36,0,4.66,0.45,0.06,9.66,Y,Y,Y,Y,1,0,1,0,1,3
Jindal Saw,57.43,19303.56,17.73,6.1,10.23,8.76,7.68,5.78,10.24,12.37,11.23,11.84,12.11,25.26,11.58,16.79,12.15,71.09,26.72,81.89,27.6,0.38,4,1.77,0.89,7,7.62,2.61,0.66,7.63,63.28,15.65,0,4.06,0.65,0.51,4.89,N,Y,N,Y,1,0,0,0,1,2
Welspun Corp,70.83,18302.81,19.8,3.26,11.54,14,11.38,9.24,15.35,16.19,13.22,17.09,16.84,34.34,14.13,16.65,8.45,17.72,91.73,86.26,32.24,0.17,4,3.26,1.12,8,6.02,1.53,0.72,11.78,50.01,26.9,0,5.22,0.84,0.35,6.35,N,Y,N,Y,1,0,0,0,1,2
Jai Balaji Inds.,71.66,18151.83,90.18,,,,,,19.77,12.92,15.91,15.91,15.91,32.05,15.82,20.87,12.52,116.3,40.85,21.26,12.01,0.38,6,10.98,2.73,6,14.02,2.14,0,0,64.84,32.05,26.02,12.45,0.37,0.32,17.09,Y,Y,Y,Y,0,0,1,0,1,2
Godawari Power,42.64,11603.37,21.89,22.29,29.73,29.16,28.66,23.93,11.71,5.61,5.43,5.37,5.68,11.3,10.57,17.14,9.93,14.33,30.47,46.57,31.39,0.4,5,2.62,2.12,8,16.89,14,0.58,6.67,63.49,27.54,0,6.67,2.02,0.01,21.93,Y,Y,Y,Y,1,1,1,0,1,4
Surya Roshni,10.12,6616.13,16.17,19.68,16.73,14.65,13.85,12.81,18.27,14.21,14.02,13.73,12.85,12.02,5.48,10.48,10.18,27.63,21.92,17.21,17.47,0.83,6,3.06,0.85,7,4.17,4.19,0.41,16.49,62.96,31.02,0,8.48,1.39,0.01,22.56,Y,Y,Y,N,1,0,0,1,1,3
Marico,19.03,82876.48,38.51,35.85,37.21,36.76,36.81,36.55,54.6,53.35,51.76,51.51,49.32,6.25,5.65,7.24,7.49,8.06,5.74,9.78,11.85,9.43,3,21.62,8.44,6,15.44,13.32,1.48,82.75,59.21,4.69,0.13,21.3,0.99,0.14,28.05,Y,Y,N,Y,0,0,0,0,1,1
Patanjali Foods,29.81,59951.78,7.63,11.13,10.63,,,,60.27,48.66,54.13,49.38,45.31,24.8,20.04,7.99,2.67,-2.77,55.63,14.26,52.4,1.04,3,5.53,1.91,6,2.41,2.83,0.48,28.38,69.76,10.57,0,11.09,1.42,0.1,8.67,Y,Y,Y,N,1,0,0,1,1,3
Adani Wilmar,-2.16,42142.08,3.65,7.93,8.15,10.63,11.95,,40.02,102.04,102.04,102.04,102.04,9.91,11.32,11.51,12.79,-65.86,-40.96,-26.51,19.27,-10.03,5,4.72,0.8,5,0.6,1.1,0,0,87.87,11.11,0,6.99,0.57,0.22,3.24,N,Y,Y,N,1,0,0,0,1,2
GE Shipping Co,50.64,17801.64,21.01,26.84,19.14,14.97,11.22,11.15,6.25,6.26,7.33,8.16,7.48,16.35,8.18,7.75,5.45,43.2,196.87,22.24,16.79,0.03,7,1.44,3.25,7,45.32,43.22,2.31,23.92,30.07,29.59,0,4.06,3.93,0.25,12.18,N,Y,Y,Y,1,1,0,0,0,2
S C I,44,9444.1,8.49,13.32,11.08,8.75,6.42,6,12.56,7.77,7.2,8.23,8.45,10.86,5.43,5.59,1.78,-2.89,40.26,22.48,14.12,0.31,3,1.36,1.76,6,11.22,13.74,0.25,3.8,63.75,27,0,3.09,1.19,0.42,5.06,Y,N,Y,N,1,0,0,1,1,3
RHI Magnesita,-17,11697.27,9.58,13.98,13.87,15.1,,,52.09,43.37,32.23,31.22,31.22,40.26,38.28,,,11.19,16.19,,,1.77,4,3.04,3.13,6,8.54,10.05,0.44,-51.39,56.07,26.43,0,6.06,1.46,0.13,8.08,Y,Y,N,N,0,0,0,0,1,1
Vesuvius India,59.79,10885.27,19.43,12.33,13.66,11.9,12.46,13.07,42.94,34.41,33.88,30.21,27.43,26.52,11.62,10.02,10.29,58.92,18.15,13.24,12.47,2.37,4,8.35,6.23,6,13.28,8.7,0.24,12.15,55.57,21.17,0,13.53,2.44,0.01,334.25,Y,Y,N,Y,0,0,1,0,1,2
Reliance Industr,17.21,1796895.63,9.25,8.94,8.71,8.73,9.29,9.71,26.46,25.76,26.37,24.51,20.93,24.46,9.61,16.76,7.57,13.93,11.96,13.27,13.17,2.21,4,2.19,1.94,6,8.81,8.47,0.19,9.72,50.24,10.67,0,3.07,0.72,0.44,5.34,Y,N,N,Y,0,0,1,0,1,2
I O C L,68.37,206607.84,25.66,7.17,18.14,16.29,16.69,16.15,6.7,5.25,5.72,6.43,8.72,28.73,8.01,11.81,4.74,24.21,19.14,11.53,22.04,0.35,6,1.13,0.27,7,5.52,1.39,8.2,39.6,51.5,10.59,0,3.19,0.12,0.72,6.23,Y,Y,N,Y,1,1,1,0,1,4
B P C L,82.89,132888.42,41.9,6.34,24.22,23.03,23.15,24.2,9.93,6.01,8.37,8.99,11.6,24.86,8.48,12.11,5.42,28.9,28.24,17.51,21.27,0.35,7,1.72,0.3,8,6.04,0.71,6.86,33.41,52.98,8.63,0,4.02,0.29,0.76,5.97,Y,N,N,Y,1,1,1,0,1,4
H P C L,129.35,79240.11,40.38,-18.95,13.94,16.71,19.02,20.89,18.87,4.53,4.62,4.99,6.06,22.98,9.51,12.73,6.36,15.31,20.78,11.1,31.58,0.99,4,1.73,0.18,8,3.68,-1.58,5.64,27.91,54.9,9.31,0,3.46,0.21,1.58,2.74,Y,N,N,Y,1,1,1,0,1,4
M R P L,44.7,25384.66,31.93,31.22,36.19,13.36,12.5,10.62,27.83,6.15,6.17,7.71,9.18,41.43,7.34,10.92,2.37,90.17,59.96,7.31,21.77,0.46,6,2.06,0.26,8,4.09,2.44,2.07,14.62,88.58,8.23,0,4.87,0.41,1.1,2.38,Y,Y,Y,Y,1,1,1,0,1,4
C P C L,32.29,10538.46,36.46,77.91,53.89,32.58,25.99,26.1,15.37,3.24,3.54,4.45,4.91,43.76,9.94,13.32,3,125.15,71.2,14.83,26.58,0.22,6,1.41,0.16,5,4.11,4.63,7.77,30.21,67.29,16.25,0,5.81,0.17,0.82,5.67,Y,Y,Y,N,1,0,0,0,1,2
KSB,41.55,14435.68,17.06,16.87,16.61,14.8,13.73,13.3,66.31,41.38,32.03,34.72,33.06,22.98,15.5,15.38,11.88,30.25,23.95,17.26,12.03,2.77,3,10.68,6.13,7,9.28,9.97,0.42,29.18,69.8,14.61,0,13.11,1.15,0,56.02,Y,Y,Y,N,0,0,0,1,1,2
Kirl. Brothers,82.31,12922.61,21.68,18.28,16.7,15.11,12.2,9.12,37.08,23.93,20.88,24.47,24.97,13.78,3.62,6.79,4.11,28.53,155.16,91.76,17.16,0.24,5,7.52,3.13,8,8.5,6.35,0.37,13.68,65.95,18.81,0,8.98,0.88,0.11,21.08,Y,Y,Y,Y,1,1,1,0,1,4
Shakti Pumps,310.06,8493.68,24.15,5.95,16.97,15.06,15.18,14.01,25.82,18.66,21.3,20.46,18.15,13.82,20.32,18.09,16.72,19.81,23.59,29.19,15.75,1,5,9.01,3.68,6,10.34,2.49,0.09,5.66,51.58,38.27,0,10.74,1.53,0.17,14.88,Y,Y,N,Y,1,0,1,0,1,3
Doms Industries,,15386.03,26.58,32.75,23.73,,,,90.31,0.72,0.72,0.72,0.72,56.02,,,,28.83,,,,,6,18.89,9.6,6,10.38,8.48,0.1,9.91,74.96,3.36,0,24.16,1.9,0.21,14.73,Y,N,N,Y,0,0,1,0,1,2
NTPC,68.6,386800.01,13.62,12.05,12.86,12.4,12.41,12.28,17.52,10,8.81,9.69,10.69,16.97,12.22,11.75,8.59,9.74,7.28,10.32,6.46,2.56,3,2.3,2.11,8,12.04,9.77,1.94,36.11,51.1,3.68,0,2.47,0.75,1.44,3.24,Y,Y,N,Y,0,0,0,0,1,1
Power Grid Corpn,57.15,293713.07,19,19.25,19.16,18.59,17.63,17.05,18.71,11.21,10.33,10.97,13.78,4.97,5.51,8.62,11.41,7.9,8.48,11.7,13.44,2.21,2,3.37,6.41,7,35.27,33.61,3.56,67.19,51.34,3.5,0,2.91,0.57,1.42,3.16,Y,Y,Y,Y,0,0,0,0,1,1
Adani Green,88.77,260414.94,17.07,22.83,19.16,16.28,11.41,,202,227.11,551.1,551.1,551.1,43.44,34.98,51.57,,67.19,35.89,40.05,,5.6,3,24.62,24.27,7,15.69,14.53,0,0,60.94,22.45,0,4.81,0.49,6.38,1.37,N,Y,N,Y,0,0,0,0,1,1
Adani Power,67.25,228446.49,57.06,44.55,47.81,39.21,33.69,26.13,14.29,11.19,14.43,15.27,15.19,24.29,16.09,12.11,12.63,153.37,88.46,42.5,55.22,0.16,3,5.29,4.21,8,41.37,27.76,0,0.07,72.7,10.84,0.45,6.17,1.33,0.8,6.1,Y,Y,Y,Y,1,1,0,1,1,4
Tata Power Co.,77.24,134875.28,11.28,12.62,11.22,8.64,7.27,6.5,36.73,31.67,28.46,23.53,23.76,23.4,15.51,12.12,5.57,43.77,68.5,13.6,74.09,0.49,5,4.17,2.12,7,6.5,6.7,0.47,17.29,46.86,27.02,0,2.56,0.55,1.66,2.24,Y,Y,N,N,1,0,0,0,1,2
JSW Energy,69.88,116908.23,8.4,7.22,8.66,8.2,7.01,8.13,59.9,47.02,26.89,23.36,19.4,18.39,4.68,4.82,2.88,28.7,19.75,15.5,5.31,3.03,2,4.18,10.24,6,14.45,12.62,0.3,19.05,69.31,5.81,8.5,4.02,1.68,1.1,2.13,Y,Y,N,Y,0,0,0,0,1,1
Adani Energy Sol,20.26,110439.92,8.59,11.6,10.82,11.01,11.7,11.95,74.42,108.02,100.07,71.29,49.05,18.71,17.85,28.47,,-5.5,13.05,13.86,,5.56,4,5.26,5.3,7,6.63,9.63,0,0,69.94,6.03,0.49,3.68,1.66,1.86,1.67,N,Y,N,N,0,0,0,0,1,1
Torrent Power,167.21,92461.06,15.21,19.58,14.58,14.71,13.9,12.6,40.41,17.16,14.2,13.51,13.9,30.71,15.63,15.42,12.14,11.02,15.05,23.87,34.74,2.69,4,7.67,3.2,6,6.68,8.16,0.83,41.95,53.57,9.77,0,6.28,0.87,0.96,4.26,Y,Y,N,N,0,0,0,0,1,1
NHPC Ltd,54.99,78853.52,9.61,10.86,10.29,10.38,9.77,9.35,21.81,11.61,9.21,9.51,10.07,-0.05,1.41,1.59,2.69,2.13,9.2,2.96,10.58,2.37,1,2.04,8.24,4,41.94,40.18,2.42,52.66,67.4,12.31,0,2.29,1.11,0.84,14.45,Y,Y,N,Y,0,0,0,0,1,1
SJVN,54.58,42158.84,5.9,10.28,7.97,10.1,10.57,11.67,45.59,11.29,7.26,8.12,8.69,1.24,-0.5,-0.54,3.25,-24.03,-10.14,-8.09,-2.47,-4.5,5,3,15.19,5,31.95,47.27,1.68,77.61,81.85,11.48,0,2.48,1.17,1.44,3.34,Y,Y,N,N,0,0,0,0,1,1
NLC India,82.87,33168.35,6.79,15.5,9.27,9.37,10.41,11.34,18.07,10.89,7.33,6.25,7.1,9.37,5.66,2.29,8.14,-1.61,-6.67,-16.52,-1.61,-2.71,3,1.87,2.41,5,8.34,14.38,1.25,22.44,72.2,6.65,0,1.89,0.87,1.27,4.26,Y,Y,Y,N,1,0,0,0,1,2
CESC,115.08,24204.92,12.09,12.24,12.55,12.93,12.56,10.88,17.2,8.12,7.63,8.25,9.94,9.55,7.48,9,4.22,0.82,2.64,10.63,10.19,6.52,3,2.11,1.53,7,9.29,9.52,2.46,43.56,52.11,11.96,0,2.27,0.84,1.27,2.39,Y,Y,N,N,0,0,0,0,1,1
Reliance Power,157.14,17353.31,-17.58,-11.75,-12.29,-7.08,-3.31,-0.24,,63.52,16.1,10.92,12.4,-0.17,-0.76,-3.86,4.31,,,,,,3,1.49,2.17,4,-25.76,-18.05,0,0,23.26,60.72,0,1.13,0.21,1.62,0.23,N,N,Y,N,0,0,0,0,0,0
Inox Wind Energy,315.31,13156.19,-4.69,-31.01,-18.03,,,,230.07,230.09,230.09,230.09,230.09,34.59,,,,18.06,,,,,3,4.42,5.47,4,-5.25,-100.89,0,0,69.51,26.02,0,3.88,1.07,0.5,2.03,N,Y,N,Y,0,0,0,0,1,1
JP Power Ven.,92.37,12260.84,12.84,0.57,4.96,0.19,-2.44,-3.28,7.77,26.06,25.92,25.92,24.47,27,11.69,5.47,8.88,98.45,37.58,16.98,33.76,0.2,5,1.07,1.8,9,20.8,1.02,0,0,24,49.94,79.2,3.07,1.53,0.37,5.56,N,Y,Y,Y,1,0,0,0,0,1
India Grid Trust,8.2,12178.71,4.56,8.12,6.5,7.65,,,38.62,27.12,24.97,23.87,23.87,19.53,33.89,,,-14.81,-7.9,,,4.38,3,2.16,3.83,3,8.48,18.46,5.14,95.11,3.85,,0,1.44,0.9,3.65,1.25,Y,Y,N,N,0,0,0,0,0,0
Powergrid Infra.,-11.08,8053.49,13.12,-3.24,,,,,8.29,8.61,8.4,8.4,8.4,,-0.66,,,,-14.66,,,0.25,3,1.04,9.01,4,108.21,-26.32,,26.69,15,,0,3.41,96.2,0.07,21.97,N,Y,N,Y,1,0,0,0,0,1
RattanIndia Pow.,84.93,7050.95,,,,,,,,,,,,29.2,11.83,13.45,25.8,-46.41,8.75,-9.87,,,1,1.58,2.11,6,-51.67,-57.87,0,0,44.06,44.96,88.65,2.7,2.33,0.78,0.58,N,N,Y,Y,0,0,0,0,0,0
Supreme Inds.,1.96,54497.7,21.73,20.51,22.94,24.75,24.21,24.43,49.95,41.12,37.85,35.95,33.81,16.83,12.55,12.43,11.53,1.94,20.84,13.43,13.54,2.4,3,10.27,5.26,8,10.19,9.19,0.7,35.63,48.85,14.6,0,16.6,1.21,0.01,76.89,Y,Y,N,Y,0,0,0,0,1,1
Astral,-1.51,48334.06,18.05,17.91,19.26,19.76,19.43,19.1,88.64,94.55,93.26,83.28,74.07,21.1,17.61,16.87,18.23,9.8,21.95,20.29,31.79,4,3,15.16,8.42,6,9.44,9.07,0.21,18.47,54.1,11.11,0,20.28,0.96,0.04,24.79,N,Y,N,Y,0,0,0,0,1,1
Finolex Inds.,46.13,17621.54,7.91,4.88,10.63,13.67,13.45,13.85,36.63,30.11,20.64,20.68,22.45,7.64,6.91,7.5,5.82,-17.24,2.44,2.45,7.56,15.01,2,2.63,4.17,7,9.49,4.82,0.88,33.95,52.47,28.69,0,5.68,2.34,0.06,23.13,Y,Y,N,Y,0,0,0,0,1,1
Time Technoplast,150.83,9047.66,12.54,10.05,10.78,9.64,10.37,10.66,27.12,12.64,11.5,12.25,11.81,18.44,6.98,8.87,8.76,42.84,8.28,10.81,11.47,3.25,4,3.54,1.76,8,6.16,5.19,0.5,1.46,51.56,28.88,0,6.68,1.33,0.32,5.69,Y,Y,Y,Y,0,0,1,1,1,3
Responsive Ind,-15.19,7019.8,15.37,2.54,6.24,5.62,4.72,4.24,37.29,77.25,95.5,137.54,124.62,12.88,7,-8.38,-8.05,35.91,41.3,54.45,9.66,0.9,2,5.69,5.73,7,14.91,2.53,0.04,1.65,58.58,3.08,1.94,8.77,1.56,0.17,10.6,N,Y,N,Y,1,0,0,0,1,2
Jai Corp,5.79,5688.97,3.39,-12.2,-1.52,-0.04,-0.05,0.45,93.22,66.54,54.67,99.43,66.24,-0.6,-6.14,-5.63,-4.68,13.81,50.63,39.34,-8.01,1.84,3,4.55,12.14,7,8.95,-24.74,0.16,17,73.79,22.99,0,7.79,4.56,0.19,401.6,Y,Y,Y,Y,0,0,0,0,1,1
Prince Pipes,-21.24,5542.98,11.41,9.18,13.67,15.93,16.78,,31.87,37,31.86,31.86,31.86,7.43,10.32,10.88,,-9.6,11.05,-1.42,,2.03,3,3.59,2.12,6,6.46,4.45,0.2,6.06,60.94,14.25,0,7.25,1.5,0.08,38.73,N,Y,N,Y,0,0,0,0,1,1
Abbott India,25.75,60581.84,34.88,31.61,32.2,30.47,29.38,28.47,48.9,49.25,50.38,48.79,46.59,10.71,9.72,10.53,9.9,20.24,22.01,23.33,20.21,2.22,4,16.38,10.22,8,20.54,17.75,1.44,72.53,74.99,15.86,0,22.32,1.96,0.02,141.34,N,Y,Y,Y,0,1,0,0,1,2
Glaxosmi. Pharma,80.47,43852.45,37.32,26.78,48.57,37.29,31.68,28.07,56.93,55.14,56.46,59.36,59.64,5.69,2,2.48,3.03,11.32,9.05,11.5,3.55,6.29,4,24.67,12.51,7,19.01,18.13,1.24,91.89,75,13.3,0,22.54,0.96,0.01,554.19,Y,Y,Y,Y,0,1,1,0,1,3
Pfizer,34.72,24261.85,16.1,19.8,19.41,18.25,17.3,16.04,40.26,34.72,37.45,35.24,35.4,-0.68,1.05,1.57,7.03,3.25,5.01,11.63,4.98,8.04,4,6.75,10.91,5,24.97,24.79,0.66,29.04,63.92,16.5,0,12.18,4.22,0.01,56.63,Y,Y,Y,Y,0,0,0,0,1,1
Astrazeneca Phar,51.53,17855.5,22.92,22.95,19.88,20.54,19.72,16.83,136.29,93.51,101.01,105.12,107.41,16.78,12.21,13.21,10.58,17.57,22.33,37.84,26.87,6.1,5,25.08,12.87,7,11.51,12.59,0.34,37.15,75,17.02,0,29.89,1.97,0.01,152.41,Y,Y,Y,N,0,1,0,0,1,2
Sanofi India,38.54,14673.79,51.54,30.05,33.49,27.46,24.47,22.36,29.85,17.9,20.67,21.42,21.47,-0.59,0.57,2.7,4.66,5.13,9.12,9.95,9.06,3.27,4,21.41,6.16,6,20.71,18.99,2.62,63.68,60.4,11.2,0,21.49,0.81,0.03,459,Y,N,Y,Y,0,0,0,0,1,1
Sanofi Consumer,,10940.93,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,60.4,10.23,0,,2.27,0.11,,N,N,N,N,0,0,0,0,1,1
P & G Health Ltd,-1.63,8278.84,33.39,33.49,32.04,26.65,33.93,28.48,38.47,36.99,38.97,37.08,34.46,4.5,6.28,2.14,3.74,6.71,-23.71,15.35,14.42,-1.62,3,15.38,7.19,7,18.69,18.62,1.2,49.56,51.82,26.74,0,20.76,1.9,0.02,408.65,Y,Y,N,Y,0,0,0,0,1,1
Torrent Pharma.,78.73,116178.02,24.23,20.04,20.95,21.39,19.46,23.05,66.76,46.61,42.11,41.17,37.58,10.25,6.93,9.14,9.91,8.45,21.55,8.74,9.15,3.1,2,15.48,10.35,9,14.74,12.66,0.82,57.21,71.25,7.21,0,14.58,1.21,0.42,9.33,Y,Y,Y,Y,0,1,0,1,1,3
Ajanta Pharma,69.1,37090.15,23.23,17.86,21.29,21.36,21.43,24.01,43.44,27.77,26.86,25.32,27.26,13.35,15.41,11.35,13.29,8.55,16.76,7.52,13.72,2.74,4,10.48,8.56,8,19.2,15.87,1.21,78.95,66.26,7.51,11.17,16.42,1.76,0.01,165.6,Y,Y,N,Y,0,1,1,0,1,3
Gland Pharma,3.54,26456.66,9.26,10.86,12.49,,,,36.64,38.1,40.12,40.12,40.12,17.83,,,,-8.38,,,,,2,3.03,4.52,4,13.63,22.64,1.25,42.64,51.83,8.33,0,6.55,2.85,0.04,41.49,N,Y,N,N,0,0,0,0,1,1
ERIS Lifescience,53.78,17584.87,16.28,18.03,18.86,20.48,22.64,24.82,50.65,25.64,24.3,26.2,26.68,18.35,15.39,15.13,14.72,3.27,6.32,7.07,-40.21,8.32,1,6.34,7.04,4,19.63,21.96,0,0,54.88,18.47,18.51,5.34,0.86,0.99,3.56,Y,Y,N,N,0,0,0,0,1,1
Caplin Point Lab,76.14,13611.41,24.23,25.59,25.31,25.8,27.52,28.6,28.52,20.07,18.53,19.01,21.66,16.87,21.17,22.83,29.57,24.04,20.98,24.88,41.63,1.35,4,6.48,7.74,4,27.17,25.62,0.28,8.31,70.56,23.93,0,11.13,3.9,0.1,1077.04,Y,Y,Y,Y,1,0,1,0,1,3
Marksans Pharma,155.06,11945.4,16.46,18.61,17.64,19.72,18.52,18.46,35.89,14.14,12.98,14.18,20.26,16.53,16.84,16.07,13.2,6.28,29.94,64.12,14,1.1,4,5.78,5.27,4,14.46,14.34,0.23,8.67,43.87,30.7,0,10.29,3.12,0.12,36.6,Y,Y,N,Y,1,0,1,0,1,3
Shilpa Medicare,130.89,7652.14,1.71,-1.72,1.07,3.94,4.94,6.44,186.32,122.31,61.17,33.19,41.98,8.43,9.34,5.67,7.21,-34.12,-20.86,-16.56,-10.03,-9.38,4,3.76,6.46,8,2.69,-2.96,0,0,44.33,37.9,7.9,5.56,0.77,0.52,1.76,Y,Y,N,Y,0,0,0,0,1,1
Sun Pharma.Inds.,67.41,446372.28,16.69,16.55,15.84,13.79,12.41,13.8,42.33,30.28,29.98,30.04,30.04,13.13,10.78,6.32,11.67,25.14,23.38,5.35,6.42,1.81,2,7.01,9.07,9,20.67,19.7,0.73,33.82,54.48,8.89,0.79,10.77,1.47,0.05,56.68,Y,Y,Y,Y,1,0,0,1,1,3
Cipla,26.8,120242.89,16.79,12.84,14.42,13.5,12.67,12.12,27.12,29.14,29.55,30.08,31.68,10.39,9.51,8.68,9.74,21.32,25.07,24.32,11.63,1.08,4,4.5,4.6,7,16.45,12.63,0.87,25.47,30.92,16.11,0,8.85,1.78,0.02,68.08,N,Y,Y,Y,1,0,0,0,1,2
Dr Reddy's Labs,20.7,108715.32,21.39,21.64,18.67,16.73,15.46,15.84,19.53,20.58,24.48,27.11,27.54,13.72,12.64,10.2,7.64,41.14,24.3,23.46,11.19,0.8,5,3.85,3.76,6,19.68,18.64,0.61,11.96,26.64,24.2,0,7.26,1.46,0.07,38.33,N,Y,Y,Y,1,0,0,1,1,3
Zydus Lifesci.,72.26,99677.54,20.67,13.68,20.84,19.79,19.89,21.37,23.91,22.34,23.32,22.7,23.28,10.72,8.23,11.07,10.47,18.43,16.96,14.86,16.97,1.44,5,5.03,4.84,8,20.33,14.62,0.3,7.82,74.98,6.85,0,8.11,1.45,0.04,57.45,Y,Y,Y,Y,1,1,1,1,1,5
Mankind Pharma,39.63,98394.19,19.71,17.02,19.82,21.53,,,52.48,53.87,53.87,53.87,53.87,18.82,19.33,,,17.61,27.24,,,1.93,5,10.22,10.68,9,18.51,15,0,0,74.87,2.86,0,16.61,1.37,0,121.81,N,N,Y,Y,0,0,0,1,1,2
Lupin,90.58,98376.43,14.14,3.33,1.92,2.23,2.67,7.91,43.46,47.24,44.83,43.73,35.96,9.69,6.41,2.04,5.89,16.96,20.87,-4.37,0.1,2.07,3,6.88,4.73,8,9.56,2.57,0.37,19.04,46.96,6.44,0,9.13,0.9,0.2,10.72,N,N,Y,Y,0,0,0,0,1,1
Aurobindo Pharma,67.14,83680.82,11.53,7.47,10.28,12.69,14.09,16.19,23.38,16.36,15.7,15.75,17.27,5.39,8.19,9.97,13.62,-1.39,6.11,5.11,10.75,3.83,3,2.8,2.82,6,11.27,7.72,0.32,8.31,51.81,6.45,20.39,5.41,1.14,0.22,15.57,Y,Y,N,Y,0,0,0,0,1,1
Alkem Lab,61.7,71052.1,19.56,12.12,17.42,18.68,17.78,18.1,33.15,33.65,28.16,30.69,28.4,12.63,11.48,12.12,15.07,6.78,19.88,11.33,-8.05,1.67,1,6.89,5.58,9,15.08,9.45,0.67,26.63,55.66,16.12,0,10.15,1.9,0.14,22.58,N,Y,Y,Y,1,0,0,0,1,2
Glenmark Pharma.,123.88,46950.47,-50.87,5.85,-10.62,-2.77,1.15,4.71,,14.53,15.29,15.82,18.96,2.58,3.67,3.83,7,,,,,,4,5.98,3.91,3,-37.29,5.96,0.15,-4.7,46.65,17.06,0,7.44,0.84,0.16,3.69,N,Y,Y,N,0,0,0,0,1,1
